City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,santiago de cao,-7.9589,-79.2392,26.07,69,75,5.66,PE,1682283159
303,taoudenni,22.6783,-3.9836,31.22,9,0,2.04,ML,1682283159
304,sitka,57.0531,-135.33,8.94,71,100,2.57,US,1682283159
305,yantzaza,-3.8278,-78.7594,25.28,87,100,1.19,EC,1682283159
306,cape coast,5.1053,-1.2466,28.08,82,100,4.89,GH,1682283160
307,kassala,15.451,36.4,31.72,34,100,4.36,SD,1682283160
308,tangub,8.06,123.75,23.96,94,25,0.82,PH,1682283160
309,kyzyl-mazhalyk,51.1333,90.6,0.81,56,21,0.14,RU,1682283160
310,argo,37.6333,22.7333,14.32,80,30,0.55,GR,1682283160
311,thames,-37.1333,175.5333,15.25,65,68,7.07,NZ,1682283160
312,varde,55.6211,8.4807,9.37,92,98,3.09,DK,1682283160
313,kadnikov,59.5022,40.338,10.22,71,100,2.3,RU,1682283161
314,port hedland,-20.3167,118.5667,22.03,78,75,3.09,AU,1682283161
315,la'ie,21.6477,-157.9253,27.98,67,74,0.45,US,1682283161
316,kapuskasing,49.4169,-82.4331,1.05,86,100,3.09,CA,1682283161
317,mohr,54.3528,9.7167,12.97,80,100,2.57,DE,1682283161
318,narimanov,46.6927,47.8498,11.95,50,100,2.81,RU,1682283161
319,hanzhong,33.0728,107.0303,5.66,95,100,0.58,CN,1682283161
320,guapi,2.5708,-77.8854,28.85,71,96,1.46,CO,1682283161
321,guane,22.2025,-84.0875,32.09,37,0,1.41,CU,1682283161
322,tinogasta,-28.0632,-67.5649,14.78,77,100,3.02,AR,1682283161
323,lashkar gah,31.5938,64.3716,24.28,6,100,0.36,AF,1682283162
324,uruacu,-14.5247,-49.1408,24.02,71,29,1.81,BR,1682283073
325,klyuchi,52.2667,79.1667,8.01,54,96,7.29,RU,1682283162
326,labrador city,52.9463,-66.9114,9.95,40,40,6.17,CA,1682283162
327,murghob,38.1702,73.9667,-6.36,43,6,2.3,TJ,1682283162
328,broome,42.2506,-75.833,9.6,86,100,6.17,US,1682283162
329,tura,25.5198,90.2201,18.15,74,29,1.53,IN,1682283162
330,tralee,52.2704,-9.7026,7.05,92,8,3.05,IE,1682283162
331,port isabel,26.0734,-97.2086,21.02,88,100,12.86,US,1682283162
332,les cayes,18.2,-73.75,27.67,62,71,0.99,HT,1682283162
333,trashi yangtse,27.6116,91.498,11.69,93,100,0.15,BT,1682283163
334,poinciana,28.1403,-81.4584,30.17,57,0,5.66,US,1682283163
335,waingapu,-9.6567,120.2641,25.19,87,28,4.18,ID,1682283163
336,mar del plata,-38.0023,-57.5575,18.24,86,20,2.57,AR,1682283163
337,jalpaiguri,26.5167,88.7333,20.73,79,77,2.66,IN,1682283163
338,codrington,-38.2667,141.9667,10.71,86,0,2.99,AU,1682283163
339,cukai,4.25,103.4167,25.97,87,88,0.97,MY,1682283163
340,marinhas,41.5591,-8.783,16.75,95,97,1.09,PT,1682283163
341,felipe carrillo puerto,19.5833,-88.05,34.07,35,0,4.14,MX,1682283164
342,altamont,42.2068,-121.7372,16.61,36,20,8.23,US,1682283164
343,zinder,13.8072,8.9881,30.03,12,65,2.77,NE,1682283164
344,tolanaro,-25.0319,46.9987,25.04,83,20,4.12,MG,1682283164
345,san andres,12.5847,-81.7006,30.01,62,20,3.09,CO,1682283164
346,leava,-14.3,-178.1667,27.71,77,55,5.81,WF,1682283165
347,awjilah,29.1081,21.2869,26.35,20,0,4.16,LY,1682283165
348,ojinaga,29.5667,-104.4167,25.79,35,0,7.2,MX,1682283165
349,victorica,-36.2151,-65.4359,22.85,30,1,4.73,AR,1682283165
350,longboat key,27.4125,-82.659,32.38,39,0,4.12,US,1682283165
351,leiyang,26.4024,112.8591,8.96,94,100,2.82,CN,1682283165
352,pangody,65.85,74.4859,0.98,94,100,6.67,RU,1682283165
353,linfen,36.0889,111.5189,5.44,91,100,2.58,CN,1682283165
354,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,5.14,EC,1682283165
355,cam ranh,11.9214,109.1591,25.98,83,20,2.06,VN,1682283165
356,guadix,37.2993,-3.1392,16.28,23,1,1.33,ES,1682283166
357,wendo,6.6,38.4167,14.88,84,99,0.92,ET,1682283166
358,kostomuksha,64.571,30.5767,-1.93,96,100,2.38,RU,1682283166
